species,family,freshwater,marine,depth_min,depth_max,depth_cat
Nansenia_ardesiaca,Microstomatidae,0,1,260,553,intermediate
Nansenia_longicauda,Microstomatidae,0,1,400,1100,deep
Mola_mola,Molidae,0,1,30,480,intermediate
Ranzania_laevis,Molidae,0,1,1,140,shallow
Acanthaluteres_vittiger,Monacanthidae,0,1,1,40,shallow
Acreichthys_tomentosus,Monacanthidae,0,1,2,15,shallow
Aluterus_heudelotii,Monacanthidae,0,1,3,2000,deep
Aluterus_monoceros,Monacanthidae,0,1,1,80,shallow
Aluterus_schoepfii,Monacanthidae,0,1,3,900,intermediate
Aluterus_scriptus,Monacanthidae,0,1,3,120,shallow
Amanses_scopas,Monacanthidae,0,1,3,18,shallow
Brachaluteres_jacksonianus,Monacanthidae,0,1,1,73,shallow
Cantherhines_dumerilii,Monacanthidae,0,1,6,70,shallow
Cantherhines_macrocerus,Monacanthidae,0,1,2,40,shallow
Cantherhines_pardalis,Monacanthidae,0,1,2,20,shallow
Cantherhines_pullus,Monacanthidae,0,1,3,50,shallow
Cantherhines_sandwichiensis,Monacanthidae,0,1,2,73,shallow
Cantherhines_verecundus,Monacanthidae,0,1,14,92,shallow
Chaetodermis_penicilligerus,Monacanthidae,0,1,2,25,shallow
Eubalichthys_bucephalus,Monacanthidae,0,1,10,250,intermediate
Meuschenia_freycineti,Monacanthidae,0,1,1,100,shallow
Meuschenia_scaber,Monacanthidae,0,1,20,200,intermediate
Meuschenia_trachylepis,Monacanthidae,0,1,10,40,shallow
Monacanthus_chinensis,Monacanthidae,0,1,5,50,shallow
Monacanthus_ciliatus,Monacanthidae,0,1,1,50,shallow
Monacanthus_tuckeri,Monacanthidae,0,1,2,50,shallow
Nelusetta_ayraud,Monacanthidae,0,1,0,360,intermediate
Oxymonacanthus_longirostris,Monacanthidae,0,1,1,35,shallow
Paraluteres_prionurus,Monacanthidae,0,1,1,25,shallow
Paramonacanthus_choirocephalus,Monacanthidae,0,1,3,25,shallow
Paramonacanthus_pusillus,Monacanthidae,0,1,28,79,shallow
Paramonacanthus_sulcatus,Monacanthidae,0,1,15,50,shallow
Pervagor_janthinosoma,Monacanthidae,0,1,8,20,shallow
Pervagor_melanocephalus,Monacanthidae,0,1,20,40,shallow
Pervagor_nigrolineatus,Monacanthidae,0,1,8,25,shallow
Pseudalutarius_nasicornis,Monacanthidae,0,1,1,55,shallow
Pseudomonacanthus_macrurus,Monacanthidae,0,1,1,10,shallow
Stephanolepis_hispidus,Monacanthidae,0,1,0,293,intermediate
Thamnaconus_fajardoi,Monacanthidae,0,1,130,150,shallow
Thamnaconus_tessellatus,Monacanthidae,0,1,230,600,intermediate
Monocentris_japonica,Monocentridae,0,1,1,250,intermediate
Monodactylus_argenteus,Monodactylidae,1,1,0,12,shallow
Antimora_microlepis,Moridae,0,1,175,3048,deep
Antimora_rostrata,Moridae,0,1,350,3000,deep
Gadella_imberbis,Moridae,0,1,200,800,intermediate
Gadella_jordani,Moridae,0,1,400,760,intermediate
Guttigadus_latifrons,Moridae,0,1,770,1875,deep
Halargyreus_johnsonii,Moridae,0,1,450,3000,deep
Laemonema_barbatulum,Moridae,0,1,50,1620,deep
Laemonema_goodebeanorum,Moridae,0,1,180,792,intermediate
Lepidion_capensis,Moridae,0,1,457,1152,deep
Lepidion_ensiferus,Moridae,0,1,800,1000,deep
Lepidion_eques,Moridae,0,1,127,1880,deep
Lepidion_guentheri,Moridae,0,1,750,800,intermediate
Lepidion_inosimae,Moridae,0,1,580,1100,deep
Lepidion_lepidion,Moridae,0,1,500,2307,deep
Lepidion_schmidti,Moridae,0,1,375,1520,deep
Lotella_rhacina,Moridae,0,1,10,90,shallow
Mora_moro,Moridae,0,1,450,2500,deep
Physiculus_capensis,Moridae,0,1,45,700,intermediate
Physiculus_fulvus,Moridae,0,1,0,139,shallow
Physiculus_japonicus,Moridae,0,1,139,1007,deep
Physiculus_natalensis,Moridae,0,1,433,500,intermediate
Physiculus_rastrelliger,Moridae,0,1,128,523,intermediate
Pseudophycis_bachus,Moridae,0,1,26,700,intermediate
Pseudophycis_barbata,Moridae,0,1,0,300,intermediate
Tripterophycis_gilchristi,Moridae,0,1,100,1000,deep
Moringua_javanica,Moringuidae,0,1,2,15,shallow
Neoconger_mucronatus,Moringuidae,0,1,13,180,shallow
Dicentrarchus_labrax,Moronidae,1,1,10,100,shallow
Aldrichetta_forsteri,Mugilidae,1,1,0,50,shallow
Chelon_melinopterus,Mugilidae,1,1,0,5,shallow
Chelon_subviridis,Mugilidae,1,1,0,5,shallow
Crenimugil_crenilabis,Mugilidae,0,1,0,20,shallow
Ellochelon_vaigiensis,Mugilidae,1,1,0,5,shallow
Liza_haematocheila,Mugilidae,1,1,5,10,shallow
Liza_ramada,Mugilidae,1,1,10,20,shallow
Moolgarda_cunnesius,Mugilidae,1,1,0,3,shallow
Moolgarda_engeli,Mugilidae,0,1,0,3,shallow
Moolgarda_seheli,Mugilidae,1,1,0,3,shallow
Mugil_cephalus,Mugilidae,1,1,0,120,shallow
Mugil_curema,Mugilidae,1,1,0,300,intermediate
Myxus_elongatus,Mugilidae,1,1,1,10,shallow
Neomyxus_leuciscus,Mugilidae,0,1,0,4,shallow
Oedalechilus_labiosus,Mugilidae,0,1,0,3,shallow
Valamugil_buchanani,Mugilidae,1,1,0,10,shallow
Mulloidichthys_flavolineatus,Mullidae,0,1,1,76,shallow
Mulloidichthys_martinicus,Mullidae,0,1,0,49,shallow
Mulloidichthys_vanicolensis,Mullidae,0,1,1,113,shallow
Mullus_auratus,Mullidae,0,1,9,91,shallow
Mullus_barbatus_barbatus,Mullidae,0,1,10,328,intermediate
Mullus_surmuletus,Mullidae,0,1,5,409,intermediate
Parupeneus_barberinus,Mullidae,0,1,1,100,shallow
Parupeneus_chrysonemus,Mullidae,0,1,20,183,shallow
Parupeneus_ciliatus,Mullidae,0,1,2,91,shallow
Parupeneus_cyclostomus,Mullidae,0,1,2,125,shallow
Parupeneus_forsskali,Mullidae,0,1,1,45,shallow
Parupeneus_fraserorum,Mullidae,0,1,40,81,shallow
Parupeneus_heptacanthus,Mullidae,0,1,12,350,intermediate
Parupeneus_indicus,Mullidae,0,1,10,30,shallow
Parupeneus_insularis,Mullidae,0,1,1,80,shallow
Parupeneus_macronemus,Mullidae,0,1,3,40,shallow
Parupeneus_multifasciatus,Mullidae,0,1,3,161,shallow
Parupeneus_pleurostigma,Mullidae,0,1,1,120,shallow
Parupeneus_spilurus,Mullidae,0,1,10,80,shallow
Parupeneus_trifasciatus,Mullidae,0,1,1,80,shallow
Pseudupeneus_grandisquamis,Mullidae,0,1,10,60,shallow
Pseudupeneus_maculatus,Mullidae,0,1,0,90,shallow
Upeneichthys_lineatus,Mullidae,0,1,5,100,shallow
Upeneichthys_stotti,Mullidae,0,1,5,140,shallow
Upeneichthys_vlamingii,Mullidae,0,1,1,100,shallow
Upeneus_japonicus,Mullidae,0,1,4,200,intermediate
Upeneus_moluccensis,Mullidae,0,1,10,120,shallow
Upeneus_parvus,Mullidae,0,1,18,100,shallow
Upeneus_sulphureus,Mullidae,0,1,10,90,shallow
Upeneus_tragula,Mullidae,0,1,0,42,shallow
Upeneus_vittatus,Mullidae,0,1,5,100,shallow
Congresox_talabonoides,Muraenesocidae,0,1,800,875,intermediate
Cynoponticus_ferox,Muraenesocidae,0,1,10,100,shallow
Echidna_catenata,Muraenidae,0,1,0,12,shallow
Echidna_nebulosa,Muraenidae,0,1,1,48,shallow
Echidna_polyzona,Muraenidae,0,1,2,20,shallow
Enchelycore_anatina,Muraenidae,0,1,3,60,shallow
Enchelycore_bayeri,Muraenidae,0,1,1,64,shallow
Enchelycore_carychroa,Muraenidae,0,1,1,20,shallow
Enchelycore_nigricans,Muraenidae,0,1,1,60,shallow
Enchelynassa_canina,Muraenidae,0,1,1,30,shallow
Gymnomuraena_zebra,Muraenidae,0,1,3,50,shallow
Gymnothorax_australicola,Muraenidae,0,1,0,45,shallow
Gymnothorax_bacalladoi,Muraenidae,0,1,17,604,intermediate
Gymnothorax_buroensis,Muraenidae,0,1,0,25,shallow
Gymnothorax_castaneus,Muraenidae,0,1,3,36,shallow
Gymnothorax_elegans,Muraenidae,0,1,92,450,intermediate
Gymnothorax_eurostus,Muraenidae,0,1,1,74,shallow
Gymnothorax_favagineus,Muraenidae,0,1,1,50,shallow
Gymnothorax_fimbriatus,Muraenidae,0,1,7,50,shallow
Gymnothorax_flavimarginatus,Muraenidae,0,1,1,150,shallow
Gymnothorax_funebris,Muraenidae,0,1,1,50,shallow
Gymnothorax_hepaticus,Muraenidae,0,1,0,30,shallow
Gymnothorax_isingteena,Muraenidae,0,1,3,30,shallow
Gymnothorax_javanicus,Muraenidae,0,1,0,50,shallow
Gymnothorax_kidako,Muraenidae,0,1,2,350,intermediate
Gymnothorax_maderensis,Muraenidae,0,1,85,200,intermediate
Gymnothorax_margaritophorus,Muraenidae,0,1,8,25,shallow
Gymnothorax_melatremus,Muraenidae,0,1,1,58,shallow
Gymnothorax_meleagris,Muraenidae,1,1,1,51,shallow
Gymnothorax_miliaris,Muraenidae,0,1,0,60,shallow
Gymnothorax_moringa,Muraenidae,0,1,0,200,intermediate
Gymnothorax_nudivomer,Muraenidae,0,1,2,271,intermediate
Gymnothorax_ocellatus,Muraenidae,0,1,1,160,shallow
Gymnothorax_pictus,Muraenidae,0,1,5,100,shallow
Gymnothorax_polygonius,Muraenidae,0,1,10,256,intermediate
Gymnothorax_pseudothyrsoideus,Muraenidae,0,1,0,20,shallow
Gymnothorax_reevesii,Muraenidae,0,1,3,55,shallow
Gymnothorax_richardsonii,Muraenidae,0,1,1,15,shallow
Gymnothorax_rueppelliae,Muraenidae,0,1,1,40,shallow
Gymnothorax_saxicola,Muraenidae,0,1,10,19,shallow
Gymnothorax_undulatus,Muraenidae,0,1,9,110,shallow
Gymnothorax_unicolor,Muraenidae,0,1,0,20,shallow
Gymnothorax_zonipectis,Muraenidae,0,1,8,40,shallow
Muraena_argus,Muraenidae,0,1,18,60,shallow
Muraena_augusti,Muraenidae,0,1,0,250,intermediate
Muraena_helena,Muraenidae,0,1,1,801,intermediate
Muraena_lentiginosa,Muraenidae,0,1,5,25,shallow
Muraena_melanotis,Muraenidae,0,1,0,60,shallow
Muraena_robusta,Muraenidae,0,1,0,45,shallow
Pseudechidna_brummeri,Muraenidae,0,1,1,8,shallow
Rhinomuraena_quaesita,Muraenidae,0,1,1,67,shallow
Scuticaria_tigrina,Muraenidae,0,1,8,25,shallow
Strophidon_sathete,Muraenidae,1,1,0,15,shallow
Uropterygius_xanthopterus,Muraenidae,0,1,5,56,shallow
Muraenolepis_marmorata,Muraenolepididae,0,1,30,1600,deep
Muraenolepis_microps,Muraenolepididae,0,1,10,1600,deep
Muraenolepis_orangiensis,Muraenolepididae,0,1,135,860,intermediate
Benthosema_fibulatum,Myctophidae,0,1,0,2000,deep
Benthosema_glaciale,Myctophidae,0,1,0,1407,deep
Benthosema_pterotum,Myctophidae,0,1,10,300,intermediate
Benthosema_suborbitale,Myctophidae,0,1,50,2500,deep
Bolinichthys_distofax,Myctophidae,0,1,100,690,intermediate
Bolinichthys_indicus,Myctophidae,0,1,25,900,intermediate
Bolinichthys_longipes,Myctophidae,0,1,50,1021,deep
Bolinichthys_supralateralis,Myctophidae,0,1,40,850,intermediate
Centrobranchus_nigroocellatus,Myctophidae,0,1,0,700,intermediate
Ceratoscopelus_maderensis,Myctophidae,0,1,51,1480,deep
Ceratoscopelus_townsendi,Myctophidae,0,1,100,500,intermediate
Ceratoscopelus_warmingii,Myctophidae,0,1,391,2056,deep
Diaphus_anderseni,Myctophidae,0,1,100,560,intermediate
Diaphus_bertelseni,Myctophidae,0,1,0,300,intermediate
Diaphus_brachycephalus,Myctophidae,0,1,200,600,intermediate
Diaphus_dumerilii,Myctophidae,0,1,0,805,intermediate
Diaphus_effulgens,Myctophidae,0,1,0,6000,deep
Diaphus_gigas,Myctophidae,0,1,100,839,intermediate
Diaphus_holti,Myctophidae,0,1,40,777,intermediate
Diaphus_luetkeni,Myctophidae,0,1,40,750,intermediate
Diaphus_metopoclampus,Myctophidae,0,1,90,1085,deep
Diaphus_mollis,Myctophidae,0,1,50,600,intermediate
Diaphus_perspicillatus,Myctophidae,0,1,0,1500,deep
Diaphus_rafinesquii,Myctophidae,0,1,40,2173,deep
Diaphus_subtilis,Myctophidae,0,1,40,750,intermediate
Diaphus_theta,Myctophidae,0,1,10,3400,deep
Diaphus_watasei,Myctophidae,0,1,100,2005,deep
Diogenichthys_atlanticus,Myctophidae,0,1,0,1050,deep
Diogenichthys_laternatus,Myctophidae,0,1,0,2091,deep
Electrona_antarctica,Myctophidae,0,1,1,1010,deep
Electrona_carlsbergi,Myctophidae,0,1,1,1008,deep
Electrona_risso,Myctophidae,0,1,90,1485,deep
Gonichthys_cocco,Myctophidae,0,1,0,1450,deep
Gymnoscopelus_fraseri,Myctophidae,0,1,50,250,intermediate
Gymnoscopelus_hintonoides,Myctophidae,0,1,328,800,intermediate
Gymnoscopelus_opisthopterus,Myctophidae,0,1,550,900,intermediate
Hygophum_atratum,Myctophidae,0,1,600,3132,deep
Hygophum_benoiti,Myctophidae,0,1,51,700,intermediate
Hygophum_hanseni,Myctophidae,0,1,57,728,intermediate
Hygophum_hygomii,Myctophidae,0,1,0,1485,deep
Hygophum_macrochir,Myctophidae,0,1,0,750,intermediate
Hygophum_proximum,Myctophidae,0,1,0,1000,deep
Hygophum_reinhardtii,Myctophidae,0,1,0,1050,deep
Hygophum_taaningi,Myctophidae,0,1,250,1000,deep
Lampadena_anomala,Myctophidae,0,1,330,2000,deep
Lampadena_chavesi,Myctophidae,0,1,40,800,intermediate
Lampadena_luminosa,Myctophidae,0,1,50,1021,deep
Lampadena_speculigera,Myctophidae,0,1,0,1000,deep
Lampanyctus_alatus,Myctophidae,0,1,40,1500,deep
Lampanyctus_crocodilus,Myctophidae,0,1,0,1192,deep
Lampanyctus_festivus,Myctophidae,0,1,40,1052,deep
Lampanyctus_intricarius,Myctophidae,0,1,40,750,intermediate
Lampanyctus_jordani,Myctophidae,0,1,0,1000,deep
Lampanyctus_macdonaldi,Myctophidae,0,1,60,1464,deep
Lampanyctus_nobilis,Myctophidae,0,1,100,1000,deep
Lampanyctus_photonotus,Myctophidae,0,1,40,1100,deep
Lampanyctus_pusillus,Myctophidae,0,1,40,850,intermediate
Lampichthys_procerus,Myctophidae,0,1,0,2000,deep
Lepidophanes_guentheri,Myctophidae,0,1,40,750,intermediate
Lobianchia_dofleini,Myctophidae,0,1,0,4000,deep
Lobianchia_gemellarii,Myctophidae,0,1,25,800,intermediate
Metelectrona_ventralis,Myctophidae,0,1,0,426,intermediate
Myctophum_asperum,Myctophidae,0,1,244,1948,deep
Myctophum_lychnobium,Myctophidae,0,1,0,1000,deep
Myctophum_nitidulum,Myctophidae,0,1,412,1537,deep
Myctophum_punctatum,Myctophidae,0,1,0,1000,deep
Myctophum_spinosum,Myctophidae,0,1,0,700,intermediate
Nannobrachium_atrum,Myctophidae,0,1,60,1100,deep
Nannobrachium_cuprarium,Myctophidae,0,1,40,1000,deep
Nannobrachium_lineatum,Myctophidae,0,1,60,1150,deep
Nannobrachium_regale,Myctophidae,0,1,772,3400,deep
Nannobrachium_ritteri,Myctophidae,0,1,20,1095,deep
Notoscopelus_bolini,Myctophidae,0,1,0,1300,deep
Notoscopelus_caudispinosus,Myctophidae,0,1,0,360,intermediate
Notoscopelus_elongatus,Myctophidae,0,1,45,1000,deep
Notoscopelus_resplendens,Myctophidae,0,1,777,2121,deep
Parvilux_ingens,Myctophidae,0,1,100,500,intermediate
Protomyctophum_andriashevi,Myctophidae,0,1,50,332,intermediate
Protomyctophum_arcticum,Myctophidae,0,1,90,1600,deep
Protomyctophum_bolini,Myctophidae,0,1,364,728,intermediate
Protomyctophum_crockeri,Myctophidae,0,1,100,500,intermediate
Protomyctophum_thompsoni,Myctophidae,0,1,785,1500,deep
Scopelopsis_multipunctatus,Myctophidae,0,1,3,2000,deep
Stenobrachius_leucopsarus,Myctophidae,0,1,31,3400,deep
Stenobrachius_nannochir,Myctophidae,0,1,441,3400,deep
Symbolophorus_barnardi,Myctophidae,0,1,100,800,intermediate
Symbolophorus_boops,Myctophidae,0,1,0,500,intermediate
Symbolophorus_californiensis,Myctophidae,0,1,557,1497,deep
Symbolophorus_evermanni,Myctophidae,0,1,100,500,intermediate
Symbolophorus_veranyi,Myctophidae,0,1,0,800,intermediate
Taaningichthys_bathyphilus,Myctophidae,0,1,400,1550,deep
Tarletonbeania_crenularis,Myctophidae,0,1,0,710,intermediate
Tarletonbeania_taylori,Myctophidae,0,1,0,1500,deep
Triphoturus_nigrescens,Myctophidae,0,1,100,1000,deep
Avocettina_infans,Nemichthyidae,0,1,785,4580,deep
Nemichthys_curvirostris,Nemichthyidae,0,1,0,2000,deep
Nemichthys_scolopaceus,Nemichthyidae,0,1,100,4337,deep
Nemipterus_bathybius,Nemipteridae,0,1,35,300,intermediate
Nemipterus_bipunctatus,Nemipteridae,0,1,18,100,shallow
Nemipterus_furcosus,Nemipteridae,0,1,8,110,shallow
Nemipterus_japonicus,Nemipteridae,0,1,5,80,shallow
Nemipterus_marginatus,Nemipteridae,0,1,12,70,shallow
Nemipterus_mesoprion,Nemipteridae,0,1,35,100,shallow
Nemipterus_peronii,Nemipteridae,0,1,17,100,shallow
Nemipterus_virgatus,Nemipteridae,0,1,1,220,intermediate
Nemipterus_zysron,Nemipteridae,0,1,10,125,shallow
Parascolopsis_eriomma,Nemipteridae,0,1,25,264,intermediate
Pentapodus_aureofasciatus,Nemipteridae,0,1,5,35,shallow
Pentapodus_bifasciatus,Nemipteridae,0,1,2,20,shallow
Pentapodus_caninus,Nemipteridae,0,1,2,35,shallow
Pentapodus_nagasakiensis,Nemipteridae,0,1,20,100,shallow
Pentapodus_setosus,Nemipteridae,0,1,5,50,shallow
Scolopsis_affinis,Nemipteridae,0,1,3,60,shallow
Scolopsis_bilineata,Nemipteridae,0,1,1,25,shallow
Scolopsis_ciliata,Nemipteridae,0,1,2,25,shallow
Scolopsis_margaritifera,Nemipteridae,0,1,2,25,shallow
Scolopsis_monogramma,Nemipteridae,0,1,2,50,shallow
Scolopsis_taenioptera,Nemipteridae,0,1,2,50,shallow
Scolopsis_vosmeri,Nemipteridae,0,1,2,25,shallow
Neoscopelus_macrolepidotus,Neoscopelidae,0,1,300,1180,deep
Neoscopelus_microchir,Neoscopelidae,0,1,250,700,intermediate
Scopelengys_tristis,Neoscopelidae,0,1,400,1830,deep
Maxillicosta_whitleyi,Neosebastidae,0,1,20,140,shallow
Neosebastes_incisipinnis,Neosebastidae,0,1,36,494,intermediate
Neosebastes_pandus,Neosebastidae,0,1,15,593,intermediate
Neosebastes_scorpaenoides,Neosebastidae,0,1,2,140,shallow
Neosebastes_thetidis,Neosebastidae,0,1,45,288,intermediate
Facciolella_oxyrhyncha,Nettastomatidae,0,1,30,731,intermediate
Hoplunnis_tenuis,Nettastomatidae,0,1,130,420,intermediate
Nettastoma_melanurum,Nettastomatidae,0,1,37,1647,deep
Venefica_proboscidea,Nettastomatidae,0,1,385,2200,deep
Venefica_procera,Nettastomatidae,0,1,326,2304,deep
Cubiceps_baxteri,Nomeidae,0,1,1,100,shallow
Cubiceps_capensis,Nomeidae,0,1,0,140,shallow
Cubiceps_pauciradiatus,Nomeidae,0,1,58,1000,deep
Cubiceps_whiteleggii,Nomeidae,0,1,180,550,intermediate
Psenes_arafurensis,Nomeidae,0,1,0,650,intermediate
Psenes_cyanophrys,Nomeidae,0,1,20,550,intermediate
Psenes_maculatus,Nomeidae,0,1,0,1281,deep
Notacanthus_abbotti,Notacanthidae,0,1,329,774,intermediate
Notacanthus_bonaparte,Notacanthidae,0,1,487,2000,deep
Polyacanthonotus_challengeri,Notacanthidae,0,1,777,4560,deep
Polyacanthonotus_rissoanus,Notacanthidae,0,1,500,2800,deep
Ahliesaurus_berryi,Notosudidae,0,1,0,2000,deep
Scopelosaurus_harryi,Notosudidae,0,1,0,1500,deep
Scopelosaurus_lepidus,Notosudidae,0,1,70,1404,deep
Akarotaxis_nudiceps,Notothenioid,0,1,371,915,intermediate
Artedidraco_lonnbergi,Notothenioid,0,1,230,608,intermediate
Artedidraco_mirus,Notothenioid,0,1,18,320,intermediate
Artedidraco_orianae,Notothenioid,0,1,82,801,intermediate
Artedidraco_shackletoni,Notothenioid,0,1,56,460,intermediate
Artedidraco_skottsbergi,Notothenioid,0,1,5,666,intermediate
Bathydraco_antarcticus,Notothenioid,0,1,340,2400,deep
Bathydraco_joannae,Notothenioid,0,1,600,1800,deep
Bathydraco_macrolepis,Notothenioid,0,1,450,2100,deep
Bathydraco_marri,Notothenioid,0,1,300,1250,deep
Chaenocephalus_aceratus,Notothenioid,0,1,5,770,intermediate
Chaenodraco_wilsoni,Notothenioid,0,1,200,800,intermediate
Champsocephalus_esox,Notothenioid,0,1,50,250,intermediate
Champsocephalus_gunnari,Notothenioid,0,1,0,700,intermediate
Channichthys_rhinoceratus,Notothenioid,0,1,1,750,intermediate
Chionobathyscus_dewitti,Notothenioid,0,1,500,2000,deep
Chionodraco_hamatus,Notothenioid,0,1,4,600,intermediate
Chionodraco_myersi,Notothenioid,0,1,200,800,intermediate
Chionodraco_rastrospinosus,Notothenioid,0,1,0,1000,deep
Cryodraco_antarcticus,Notothenioid,0,1,90,600,intermediate
Cryothenia_peninsulae,Notothenioid,0,1,50,400,intermediate
Cygnodraco_mawsoni,Notothenioid,0,1,110,300,intermediate
Dacodraco_hunteri,Notothenioid,0,1,300,800,intermediate
Dissostichus_eleginoides,Notothenioid,0,1,50,3850,deep
Dissostichus_mawsoni,Notothenioid,0,1,0,2200,deep
Dolloidraco_longedorsalis,Notothenioid,0,1,203,1145,deep
Gerlachea_australis,Notothenioid,0,1,200,670,intermediate
Gobionotothen_acuta,Notothenioid,0,1,30,300,intermediate
Gobionotothen_gibberifrons,Notothenioid,0,1,6,429,intermediate
Gobionotothen_marionensis,Notothenioid,0,1,100,150,shallow
Gymnodraco_acuticeps,Notothenioid,0,1,0,550,intermediate
Harpagifer_bispinis,Notothenioid,0,1,40,50,shallow
Harpagifer_kerguelensis,Notothenioid,0,1,0,91,shallow
Histiodraco_velifer,Notothenioid,0,1,210,667,intermediate
Lepidonotothen_squamifrons,Notothenioid,0,1,10,900,intermediate
Lindbergichthys_mizops,Notothenioid,0,1,20,220,intermediate
Neopagetopsis_ionah,Notothenioid,0,1,20,900,intermediate
Notothenia_angustata,Notothenioid,0,1,0,100,shallow
Notothenia_coriiceps,Notothenioid,0,1,0,550,intermediate
Notothenia_neglecta,Notothenioid,0,1,1,95,shallow
Notothenia_rossii,Notothenioid,0,1,5,350,intermediate
Pagetopsis_macropterus,Notothenioid,0,1,5,655,intermediate
Pagetopsis_maculatus,Notothenioid,0,1,200,800,intermediate
Pagothenia_borchgrevinki,Notothenioid,0,1,0,550,intermediate
Parachaenichthys_charcoti,Notothenioid,0,1,5,400,intermediate
Parachaenichthys_georgianus,Notothenioid,0,1,5,270,intermediate
Paranotothenia_magellanica,Notothenioid,0,1,0,255,intermediate
Patagonotothen_guntheri,Notothenioid,0,1,30,160,shallow
Patagonotothen_ramsayi,Notothenioid,0,1,50,500,intermediate
Patagonotothen_squamiceps,Notothenioid,0,1,2,4,shallow
Pleuragramma_antarctica,Notothenioid,0,1,0,728,intermediate
Pogonophryne_barsukovi,Notothenioid,0,1,195,1120,deep
Pogonophryne_marmorata,Notothenioid,0,1,140,1405,deep
Pogonophryne_orangiensis,Notothenioid,0,1,420,670,intermediate
Pogonophryne_scotti,Notothenioid,0,1,100,1180,deep
Pogonophryne_squamibarbata,Notothenioid,0,1,651,742,intermediate
Prionodraco_evansii,Notothenioid,0,1,70,550,intermediate
Pseudochaenichthys_georgianus,Notothenioid,0,1,0,475,intermediate
Psilodraco_breviceps,Notothenioid,0,1,60,345,intermediate
Racovitzia_glacialis,Notothenioid,0,1,219,610,intermediate
Trematomus_bernacchii,Notothenioid,0,1,0,700,intermediate
Trematomus_eulepidotus,Notothenioid,0,1,70,650,intermediate
Trematomus_hansoni,Notothenioid,0,1,6,549,intermediate
Trematomus_lepidorhinus,Notothenioid,0,1,200,800,intermediate
Trematomus_loennbergii,Notothenioid,0,1,0,1191,deep
Trematomus_newnesi,Notothenioid,0,1,0,400,intermediate
Trematomus_nicolai,Notothenioid,0,1,1,420,intermediate
Trematomus_pennellii,Notothenioid,0,1,0,732,intermediate
Trematomus_scotti,Notothenioid,0,1,20,793,intermediate
Trematomus_tokarevi,Notothenioid,0,1,295,700,intermediate
Vomeridens_infuscipinnis,Notothenioid,0,1,500,813,intermediate
Dibranchus_atlanticus,Ogcocephalidae,0,1,45,1300,deep
Dibranchus_tremendus,Ogcocephalidae,0,1,750,2300,deep
Halieutichthys_aculeatus,Ogcocephalidae,0,1,5,820,intermediate
Malthopsis_lutea,Ogcocephalidae,0,1,100,500,intermediate
Malthopsis_tiarella,Ogcocephalidae,0,1,80,450,intermediate
Ogcocephalus_nasutus,Ogcocephalidae,0,1,0,305,intermediate
Ogcocephalus_parvus,Ogcocephalidae,0,1,29,126,shallow
Zalieutes_elater,Ogcocephalidae,0,1,18,113,shallow
Bertella_idiomorpha,Oneirodidae,0,1,805,3475,deep
Lophodolos_acanthognathus,Oneirodidae,0,1,650,1500,deep
Lophodolos_indicus,Oneirodidae,0,1,750,1625,deep
Oneirodes_acanthias,Oneirodidae,0,1,0,1750,deep
Oneirodes_bulbosus,Oneirodidae,0,1,200,2000,deep
Oneirodes_macrosteus,Oneirodidae,0,1,0,1000,deep
Oneirodes_notius,Oneirodidae,0,1,700,2000,deep
Oneirodes_thompsoni,Oneirodidae,0,1,100,2014,deep
Ahlia_egmontis,Ophichthidae,0,1,1,37,shallow
Apterichtus_klazingai,Ophichthidae,0,1,1,120,shallow
Brachysomophis_cirrocheilos,Ophichthidae,0,1,1,38,shallow
Brachysomophis_crocodilinus,Ophichthidae,0,1,0,30,shallow
Brachysomophis_henshawi,Ophichthidae,0,1,1,35,shallow
Callechelys_catostoma,Ophichthidae,0,1,1,32,shallow
Callechelys_marmorata,Ophichthidae,0,1,2,37,shallow
Echelus_myrus,Ophichthidae,0,1,3,550,intermediate
Echiophis_punctifer,Ophichthidae,0,1,40,100,shallow
Leiuranus_semicinctus,Ophichthidae,0,1,0,70,shallow
Myrichthys_breviceps,Ophichthidae,0,1,0,9,shallow
Myrichthys_maculosus,Ophichthidae,0,1,0,262,intermediate
Myrichthys_magnificus,Ophichthidae,0,1,1,262,intermediate
Myrophis_microchir,Ophichthidae,0,1,1,35,shallow
Myrophis_punctatus,Ophichthidae,0,1,0,100,shallow
Myrophis_vafer,Ophichthidae,0,1,0,15,shallow
Ophichthus_altipennis,Ophichthidae,0,1,2,20,shallow
Ophichthus_gomesii,Ophichthidae,0,1,1,450,intermediate
Ophichthus_polyophthalmus,Ophichthidae,1,1,2,25,shallow
Ophichthus_puncticeps,Ophichthidae,0,1,0,150,shallow
Ophichthus_serpentinus,Ophichthidae,0,1,235,490,intermediate
Ophichthus_triserialis,Ophichthidae,0,1,1,155,shallow
Ophichthus_zophochir,Ophichthidae,0,1,1,110,shallow
Pisodonophis_cancrivorus,Ophichthidae,1,1,1,20,shallow
Scolecenchelys_aoki,Ophichthidae,0,1,0,80,shallow
Scolecenchelys_breviceps,Ophichthidae,0,1,0,156,shallow
Xyrias_revulsus,Ophichthidae,0,1,146,209,intermediate
Bassogigas_gillii,Ophidiidae,0,1,637,2239,deep
Bassozetus_zenkevitchi,Ophidiidae,0,1,0,6930,deep
Brotula_multibarbata,Ophidiidae,0,1,1,650,intermediate
